company_name,entry_region,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
TEXAS LIFE INSURANCE COMPANY,Americas,145438.06,131138.05,148988.62,135909.96,118312.3,145609.29,112477.69,98413.77,105968.73,118210.03,66404.88
TEXAS MEDICAL ASSOCIATION,Americas,383646.43,411091.78,338574.59,424882.24,379199.37,353848.74,455523.39,455354.39,492445,482239.19,389163.79
TEXAS MEDICAL ASSOCIATION,APAC,0,0,0,0,0,0,0,0,25.6,0,0
TEXAS MEDICAL ASSOCIATION,EMEA,0,0,0,0,0,0,457.69,329.29,0,0,0
TEXAS PEAK PTY. LTD.,Americas,20.7,2197.92,859.5,2004.75,80.48,2126.1,639.18,2921.13,3242.78,2316.74,2598.63
TEXAS PEAK PTY. LTD.,APAC,113588.33,82319.34,123152.39,80428.15,120773.68,155022.24,162532.32,136323.12,134558.87,139371.51,125178.78
TEXAS PEAK PTY. LTD.,EMEA,0,0,2879.66,3670.95,0,2356.61,2766.92,2686.71,0,1798.57,3086.71
TEXAS RELIABILITY ENTITY,Americas,30620.08,54408.81,35725.88,47778.72,44913.01,56364.88,38936.63,48078.32,65168.05,89098.36,62620.79
TEXAS ROADHOUSE,Americas,4470683.28,3809326.05,4637523.18,5079801.09,5152658.8,4719111.57,4815036.19,4877655.82,4902912.97,5747897.75,5445441.22
TEXAS ROADHOUSE,APAC,22104.17,19165.86,24133.46,24701.69,24792.55,43165.73,25059.43,24574.17,34217.43,11766.95,25845.58
TEXAS ROADHOUSE,EMEA,18768.59,13221.36,23632.56,21963.68,13733.75,18721.73,9016.73,25401.26,5658.95,23700.05,12882.56
TEXAS ROADHOUSE,NULL,12.09,0,0,0,0,0,0,206.55,0,0,0
TEXAS SCOTTISH RITE HOSPITAL FOR CRIPPLED CHILDREN,Americas,389223.47,472084.92,485177.09,560944.01,506334.28,523768.79,577863.69,493811.67,508922.32,525987.78,502881.87
TEXAS SCOTTISH RITE HOSPITAL FOR CRIPPLED CHILDREN,APAC,0,822.2,1380.43,0,0,3151.16,572.37,890.14,517.34,0,181.67
TEXAS SCOTTISH RITE HOSPITAL FOR CRIPPLED CHILDREN,EMEA,1566.75,4880.57,7218.65,1567.24,109.09,7139.19,9773.5,5652.93,0,28906.49,7397.28
TEXAS SCOTTISH RITE HOSPITAL FOR CRIPPLED CHILDREN,NULL,254,823.44,2987.76,0,381.29,2907.71,0,27.49,0,679.2,0
"TEXON, L.P.",Americas,410554.13,472633.53,571596.5,414381.14,405073.46,368451.13,308707.75,344658.95,417647.85,409486.61,282027.97
"TEXON, L.P.",EMEA,116.98,0,55.47,0,0,0,59.89,0,0,1195.31,0
TEXTILE MANAGEMENT ASSOC,Americas,761238.7,808736.89,886780.77,839953.51,982635.35,981581.97,1128286.09,1062888.16,471816.29,445873.28,410224.7
TEXTILE MANAGEMENT ASSOC,APAC,0,0,0,0,0,0,0,0,6.02,0,0
TEXTILE MANAGEMENT ASSOC,EMEA,4025.42,990.93,413.48,2603.21,0,3037.8,1144.08,3506.55,2109.75,0,0
TEXTILE MANAGEMENT ASSOC,NULL,0,0,0,454.47,20.72,0,0,4.54,0,0,0
TEXTRON,Americas,23663312.24,28618205.33,29168513.51,31726447.2,28947770.76,31354932.13,29289437.25,31037706.2,28224122.52,31256480.6,31180428.4
TEXTRON,APAC,1452753.31,1990950.27,1668752.22,1930415.94,1681467.68,2020795.97,1924761.99,2054447.15,1723713.93,1754521.03,2039920.52
TEXTRON,EMEA,1445966.65,1743142.9,1801480.87,2654786.64,1795600.09,2135139.68,2096701.2,2498864.06,1953485.52,2179246.88,1969365.61
TEXTRON,NULL,4693.04,6426.2,7056.43,7156.4,3964.31,16207.06,4706.52,18203.69,6925.56,17656.91,9305.81
TEXTRON FASTENING SYSTEMS,Americas,420058.4,543678.95,589072.33,642511.84,583000.88,684605.2,636067.96,604115.42,560305.74,610685.15,582611.68
TEXTRON FASTENING SYSTEMS,APAC,0,7148.51,5186.25,44.18,0,1550.28,0,2959.53,2313.25,0,0
TEXTRON FASTENING SYSTEMS,EMEA,3426.9,9098.05,6227.14,14594.13,14237.47,8324.4,17979.37,15319.97,15519.22,20388.46,12860.18
"TF COURIER, INC",Americas,360120.38,434516.28,439063.07,405314.75,369185.66,378385.03,447464.25,447703.9,361916.69,343066.39,361473.77
"TF COURIER, INC",EMEA,0,490.18,326.17,0,0,0,0,0,0,0,0
"THALES USA, INC",Americas,2341207.7,2521322.99,2660932.22,3349951.61,2811573.46,3425930.37,3164930.26,4106370.43,3365732.6,3090498.19,2844517.09
"THALES USA, INC",APAC,61497.43,43054.29,74679,71925.8,131325.62,112331.07,90921.07,157906.12,79522.66,47326.22,40759.04
"THALES USA, INC",EMEA,293295.61,313373.14,284309.08,294524.32,229802.04,350351.45,292760.94,351376.4,345340.76,287745.62,212106.74
"THALES USA, INC",NULL,1815.62,879.36,911.93,1730.93,997.9,1060.25,2201.01,3817.54,2823.34,3421.41,3825.59
"THE ABERNATHY MACGREGOR GROUP, INC - CTE",Americas,265573.8,339205.6,319994.78,380723.54,227444.59,262155.55,196703.58,295588.31,196647.06,215714.59,178610.56
"THE ABERNATHY MACGREGOR GROUP, INC - CTE",APAC,0,0,1642.59,0,0,0,0,0,0,19.51,0
"THE ABERNATHY MACGREGOR GROUP, INC - CTE",EMEA,4958.47,1.51,0,4851.02,0,4654.64,2045.75,6724.88,2788.36,1875.43,0
"THE ABERNATHY MACGREGOR GROUP, INC - CTE",NULL,0,0,0,39.76,0,0,0,0,0,0,0
THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,Americas,3571269.46,5926415.82,4536524.98,5258877.96,4239903.43,5288145.41,4877650.29,5098041.3,3899459.51,7007750.88,4696777.78
THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,APAC,21434.41,32634.23,32421.65,21170.58,18152.35,24239.77,62271.48,39265.38,20821.04,27127.06,50610.19
THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,EMEA,55186.12,56418.4,190550.15,111350.92,60575.01,78400.47,210932.79,47522.38,56728.62,56712.43,180837.17
THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,NULL,5319.35,5499.81,8975.82,11060.04,2157.39,2107.63,2218,499.84,4261.94,1508.56,6341.6
THE ADOLESCENT & CHILDRENS TRUST,Americas,78.02,118.98,0,0,61.68,1042.82,61.84,61.91,61.81,1040.83,721.73
THE ADOLESCENT & CHILDRENS TRUST,APAC,0,0,0,0,0,33.61,0,0,0,0,0
THE ADOLESCENT & CHILDRENS TRUST,EMEA,167086.1,167857.86,156913.57,157994.81,134449.01,122539.26,186287.83,162887.54,135266.31,163779.92,206604.76
THE AEROSPACE CORPORATION,Americas,4898807.28,5805069.36,6385703.84,4994982.31,4689946.32,5514193.25,5833664.9,4863873.29,4649528.03,5680667.97,6165794.36
THE AEROSPACE CORPORATION,APAC,16300.23,26873.28,41657.42,23515.66,22769.66,42903.56,41051.49,12937.06,25829,49124.91,48493.33
THE AEROSPACE CORPORATION,EMEA,43830.35,57931.79,97049.97,112887.34,68918.78,57955.27,39793.02,100353.07,27753.2,58060.81,62201.17
THE AEROSPACE CORPORATION,NULL,5086.21,8491.99,6905.61,2567.98,2154.1,7314.27,6280.51,8318.88,270.54,7298.31,4283.66
THE AMERICAN LEGION,Americas,461794.73,384737.24,599912.92,435285.47,810712.84,470017.08,797330.64,480373.18,555053.58,498118.75,891110.11
THE AMERICAN LEGION,APAC,1510.43,0,0,86.06,594.16,0,0,1716.28,43.81,221.68,0
THE AMERICAN LEGION,EMEA,4053.67,9998.56,5284.47,0,0,145.46,1757.54,0,0,6593.32,5754.95
THE AMERICAN LEGION,NULL,6.81,570.02,890.31,0,3796.8,4611.8,11429.55,0,14174.05,4619.84,632.92
THE ANDERSONS INC,Americas,1597505.43,1312697.11,1465565.81,1245770.99,1269169.61,1161787.8,1208989.85,1238348.44,1365368.31,3376179.4,3915847.23
THE ANDERSONS INC,APAC,3592.23,7902,5991.37,15129.98,0,3721.05,5913.29,4778.47,1508.43,4347.3,4846.64
THE ANDERSONS INC,EMEA,2473.02,1232.45,146.58,6928.58,415.92,1256.11,0,2533.62,1087.69,1330.52,0
THE ANDERSONS INC,NULL,0,67.37,0,0,0,0,0,0,0,0,0
THE ANDREW W. MELLON FOUNDATION,Americas,70616.49,90998.65,113633.75,138156.14,90438.4,148944.36,117892.68,166470.99,125149.87,195397.08,161035.12
THE ANDREW W. MELLON FOUNDATION,APAC,1155.95,901.69,2029.83,6965.41,3126.31,2356.42,0,2994.31,3736.72,3351.42,0
THE ANDREW W. MELLON FOUNDATION,EMEA,2017.96,9843,1543.68,15426.67,6828.03,4230.19,12573.53,10182.02,6181.26,15119.57,6557.39
THE ANDREW W. MELLON FOUNDATION,NULL,0,912.58,0,0,0,0,0,0,0,0,0
THE ART INSTITUTE OF CHICAGO,Americas,594801.79,730342.76,555932.3,863465.5,648583.81,688653.7,583610.99,823185.73,708845.37,684669.22,511088.39
THE ART INSTITUTE OF CHICAGO,APAC,42842.98,50979.09,35913.2,41192.76,42103.06,15709.13,9717.7,15866.69,4528.99,31977.09,8520.32
THE ART INSTITUTE OF CHICAGO,EMEA,47828.85,68015.14,43910.79,43121.49,43209.38,93522.75,57103.45,44720.33,50088.07,84695.2,69898.67
THE ART INSTITUTE OF CHICAGO,NULL,539.45,1243.92,180.92,103.32,584.38,715.37,17.56,763.89,2198.93,706.04,2398.07
"THE ASI SHOW, INC.",Americas,48568.03,37830.65,88238.87,20144.16,56385.65,41928.71,34537.23,37880.94,58631.77,51281.49,32800.66
THE ASIA SOCIETY,Americas,210814.21,328352.51,475695.65,298058.95,491719.56,576904.45,571235.63,273985.08,332558.67,487225.46,524622.86
THE ASIA SOCIETY,APAC,1855.84,22387.89,54906.08,517.35,17044.78,23473.92,85156.72,1854.12,3446.27,18557.02,40150.42
THE ASIA SOCIETY,EMEA,0,317.71,6691.48,0,1942.51,5362.78,20944.81,2252.26,0,17609.11,27111.67
THE ASPEN INSTITUTE,Americas,1665263.75,2144268.81,2462052.89,2026477.82,1720419.24,2525496.44,2798357.82,2089523.02,2249754.19,2988229.4,3068881.39
THE ASPEN INSTITUTE,APAC,103476.89,88365.52,7835.82,51199.32,69683.05,4505.81,1262.26,96774.75,204958.64,52221.3,10.14
THE ASPEN INSTITUTE,EMEA,73770.33,237213.85,75198.76,227570.9,142628.28,198782.84,135558.67,68029.42,85828.8,99881.17,41384.83
THE ASPEN INSTITUTE,NULL,0,0,0,0,0,1840.07,9150.12,0,0,0,0
THE ATLANTIC PHILANTHROPIES USA INC.,Americas,151861.95,186320.8,218946.91,189098.63,200818.15,190223.26,231916.62,233076.48,242645.63,127379.51,220580.16
THE ATLANTIC PHILANTHROPIES USA INC.,APAC,0,4677.1,1781.51,9758.33,180.24,5308.96,0,191.1,387.25,1513.4,1955.28
THE ATLANTIC PHILANTHROPIES USA INC.,EMEA,2203.29,611.71,1751.3,18475.08,37645.01,13672.47,2326.65,8437.34,10459.84,3415.92,19858.62
THE ATLANTIC PHILANTHROPIES USA INC.,NULL,2338.67,544.42,0,1244.45,0,0,57,547.49,220.82,0,34.73
THE BALTIMORE LIFE INSURANCE COMPANY,Americas,142264.38,116675.13,75245.33,130999.63,93325.83,104028.06,86440.97,111700.22,96855.23,134647.45,84019.39
"THE BAMA COMPANIES, INC.",Americas,295893.04,463652.83,515758.29,611046.05,543350.27,620639.15,548298.61,507035.21,578276.51,548779.19,723024.78
"THE BAMA COMPANIES, INC.",APAC,1250.28,8.02,1118.16,0,1304.7,2223.02,986.32,9267.51,0,0,0
"THE BAMA COMPANIES, INC.",EMEA,2170.59,3998.98,6864.11,16681.21,18369.03,24717.7,25365.22,7780.55,15248.69,17932.08,18744.6
THE BANKERS BANK,Americas,403768,385988.93,305185.44,290224.21,316932.67,362170.52,333901.28,243734.18,306391.04,248527.02,259030.25
THE BANKERS BANK,EMEA,277.1,0,0,25,0,0,0,0,0,0,0
THE BEANSTALK GROUP,Americas,103424.57,132347.38,154251.01,137619.71,70679.12,107778.24,111020.45,102581.24,118675.02,150736.44,95806.85
THE BEANSTALK GROUP,APAC,223.76,0,3377.33,461.04,1769.14,2587.06,2034.32,0,152.13,546.17,0
THE BEANSTALK GROUP,EMEA,46189.02,33082.67,38616.16,44925.56,33405.37,36016.03,25389.01,30161,31670.47,21169.97,21177.11
"THE BESSEMER GROUP, INCORPORATED",Americas,1811934.29,1991119.79,1690202.73,1965538.27,1890352.91,1881016.44,1702582.01,2017435.18,1946783.85,1998977.55,1794596.94
"THE BESSEMER GROUP, INCORPORATED",APAC,2296.03,270.55,479.44,0,3941.67,4451.45,0,8932.72,5160.95,5274.91,3518.89
"THE BESSEMER GROUP, INCORPORATED",EMEA,2288.23,26038.19,32158.83,34569.81,16344.84,27287.67,38289.08,18466.62,15177.25,45627.36,28644.25
"THE BESSEMER GROUP, INCORPORATED",NULL,0,1652.06,1765.02,934.86,105.18,373.57,685.31,141.12,585.25,205.83,2113.39
"THE BINDING SITE, INC.",Americas,513596.28,468141.68,491780.88,425203.91,517283.91,546775.62,495325.75,454498.03,478066.49,561005.68,540310.95
"THE BINDING SITE, INC.",EMEA,17658.85,5943.28,6500.84,7573.78,2666.7,4222.02,4584.43,3308.13,5329.18,6687.53,7568.36
"THE BINDING SITE, INC.",NULL,0,0,0,0,0,0,0,0,243.29,0,0
THE BLACKSTONE GROUP L.P.,Americas,9244831.32,10823800.68,14096098.46,15776896.92,6962755.29,8329748.19,8430737.42,13781774.56,5979009.91,7107156.22,7851030.32
THE BLACKSTONE GROUP L.P.,APAC,1617968.14,1891828.45,2213031.58,3276401.63,1925559.54,2435627.82,2247182.91,3430073.04,1758245.45,2297161.25,2273162.48
THE BLACKSTONE GROUP L.P.,EMEA,3459139.11,3501085.11,4072669.36,4798856.45,2736845.72,2994228.94,2541855.13,3602649.61,2058201.79,2668750.9,2766191.16
THE BLACKSTONE GROUP L.P.,NULL,0,59.66,663.56,292.13,2272.56,0,143.66,275.09,1086.96,551.06,1277.92
THE BOBRICK CORPORATION,Americas,439870.27,551419.92,444985.09,618118.22,406690.98,514471.1,547742.38,615391.27,505476.85,529315.05,715905.19
THE BOBRICK CORPORATION,APAC,75.73,1950.91,0,3473.17,0,7441.34,9511.86,8013.23,8187.12,9420.91,10673.74
THE BOBRICK CORPORATION,EMEA,14070.31,34658.91,20221.9,24869.47,28840.97,33808.51,23755.05,11209.01,26125.25,21173.56,36995.41
THE BOEING COMPANY,Americas,155151841.3,171216106.1,161201260.7,166012477.2,139646181.8,131373668.1,116557802.8,117932341.7,112934956.4,125964950.3,120443676.2
THE BOEING COMPANY,APAC,9823393.52,12404371.98,10718182.33,12262372.15,10466562.25,9861720.5,7245364.27,8918855.68,7602134.49,8838828,8137846.68
THE BOEING COMPANY,EMEA,14773442.32,15954547.36,14029195.4,16680037.75,13479957.89,13519820.34,10165669.09,10652931.12,9176930.13,10958958.47,10998227.44
THE BOEING COMPANY,NULL,66691.86,70911.68,67855.26,85422.65,74928.81,87853.09,48089.53,14418.68,30353.6,17318.81,32255.45
THE BOND CONSULTING GROUP LLC,Americas,123823.2,131489.81,90536.88,54093.53,25426.8,22757.93,36976.64,32747.61,35036.55,55617.58,58126.38
THE BOND CONSULTING GROUP LLC,EMEA,0,0,0,0,0,0,0,0,603.5,0,0
THE BOUMA CORPORATION,Americas,264791.1,323387.35,332969.15,226154.92,186461.86,218634.36,159690.73,156597.35,229856.98,204251.56,156507.83
THE BOUQS COMPANY,Americas,11793.55,10165.75,11567.29,7629.85,17301.58,14688.55,6430.88,6030.98,3957.77,13810.32,11396.96
THE BRAUN CORPORATION,Americas,388843.31,436383.95,383571.83,391946.32,417281.67,434387.23,478207.72,433097.47,485270.22,518763.63,547051.53
THE BRAUN CORPORATION,APAC,0,721.9,0,0,0,0,0,15.34,0,0,0
THE BRAUN CORPORATION,EMEA,1044.6,795.78,1103.9,3317.19,1353.19,10083.23,4192.16,4876.84,2039.14,5193.07,7998.38
THE BRENNAN CENTER FOR JUSTICE AT NEW YORK UNIVERSITY SCHOOL OF LAW,Americas,91442.04,194392.1,178063.58,151188.42,95438.86,165572.99,114380.46,82349.24,118593.51,149977.05,148964.63
THE BRENNAN CENTER FOR JUSTICE AT NEW YORK UNIVERSITY SCHOOL OF LAW,APAC,24,26.18,0,0,0,0,0,0,0,0,0
THE BRENNAN CENTER FOR JUSTICE AT NEW YORK UNIVERSITY SCHOOL OF LAW,EMEA,0,29.8,0,331.6,0,0,8.33,0,0,0,0
THE BREWER COMPANY,Americas,24129.53,24517.65,19519.46,32109.22,18333.8,26860.37,22987.23,25505.04,20456.44,32475.95,32685.93
THE BREWER COMPANY,EMEA,1531.14,1874.16,1366.82,426.15,704.51,1271.25,1559.98,549.39,1376.8,407.65,0
THE BROOKS GROUP INC,Americas,1025348.64,1234912.26,1346094.54,1209344.83,943019.53,1299887.32,1000729.19,666188.42,381403.98,449743.54,414038.94
THE BROOKS GROUP INC,APAC,4583.09,0,1103.43,8520.52,1035.38,66.85,2783.18,1428.94,0,0,0
THE BROOKS GROUP INC,EMEA,7185.32,28233.13,48827.27,219141.81,170204.47,405716.58,372653.51,234206.82,172343.34,130753.62,136540.71
THE BROOKS GROUP INC,NULL,550.59,139.42,130.54,43.32,465.18,8605.41,5699.25,5473.2,7611.35,4647.09,1585.66
THE BUCKINGHAM RESEARCH GROUP,Americas,334716.63,487468,328576.15,328160.42,241895.57,257351.26,334932.44,202806.57,195872.59,213823.43,182915.98
THE BUCKINGHAM RESEARCH GROUP,APAC,0,0,0,0,0,0,1781.71,0,0,0,0
THE BUCKINGHAM RESEARCH GROUP,EMEA,1279.99,4807.99,545.25,9921.86,1571.31,6268.14,10455.15,1745.97,863.73,0,0
THE BUCKLE INC,Americas,329136.46,448233.24,396002.86,413335.52,375280,538649.89,385744.83,391224.62,352422.05,456066.15,374045.88
THE BUCKLE INC,EMEA,0,0,0,0,0,0,0,0,35.7,571.32,11031.98
THE BUCKLE INC,NULL,0,0,0,0,0,0,0,0,0,508.84,0
THE CALDWELL  PARTNERS  INTERNATIONAL  INC.,Americas,489317.22,614097.14,466170.76,537252.15,511879.69,572035.24,452713.16,473426.71,491335.66,463699.78,445632.72
THE CALDWELL  PARTNERS  INTERNATIONAL  INC.,APAC,0,1286.48,0,0,0,0,1466.64,0,0,0,0
THE CALDWELL  PARTNERS  INTERNATIONAL  INC.,EMEA,21.3,1002,42430.84,45076.67,66246.85,40252.24,19021.05,23044.66,11906.9,5272.93,31290.71
THE CALDWELL  PARTNERS  INTERNATIONAL  INC.,NULL,0,0,2464.01,0,0,0,0,0,0,0,0
THE CALIFORNIA ENDOWMENT,Americas,166448.92,206458.07,212563.52,170819.67,191737.06,179062.99,204238.05,248019.02,127352.62,295246.28,160819.02
THE CALIFORNIA ENDOWMENT,APAC,0,0,0,0,0,0,0,0,0,1703.63,0
THE CALIFORNIA ENDOWMENT,EMEA,1689.38,0,0,0,0,0,0,132.77,0,0,0
THE CARLSTAR GROUP LLC,Americas,1779299.09,2425641.77,2241850.7,2283953.1,1511362.96,1682894,1476335.29,1542875.12,1113116.83,1164494.92,1144964.22
THE CARLSTAR GROUP LLC,APAC,20179.74,9696.27,10460.66,8847.73,7071.75,8464.45,1222.01,3029.16,5710.61,6285.19,4185.14
THE CARLSTAR GROUP LLC,EMEA,17393.63,4051.86,8062.65,26108.4,2604.09,12725.9,6111.95,1876.32,2750.82,0,4409.34
THE CARLSTAR GROUP LLC,NULL,2430.18,837.88,5.13,0,0,0,0,0,21.09,0,35.67
THE CEI GROUP INC,Americas,139187.99,199035.86,154922.36,169484.05,197962.17,232749.86,146657.09,183726.24,221054.92,177759.67,127907.76
THE CEI GROUP INC,EMEA,0,0,62.91,0,0,0,56.66,0,1087.78,0,0
THE CEI GROUP INC,NULL,0,0,0,0,0,0,0,0,32.53,0,0
THE CENTERS FOR FAMILIES AND CHILDREN,Americas,236508.38,262454.23,281301.18,359333.08,336291.21,317487.07,341728.2,343516.79,233702.69,339217.68,294507.58
THE CENTERS FOR FAMILIES AND CHILDREN,EMEA,131,0,0,0,0,0,0,0,0,0,0
"THE CHAMBERLAIN GROUP, INC.",Americas,3695734.48,4077858.45,4232858.35,4104973.33,4084263.4,4307298.22,4090021.33,4090822.51,4071746.26,4478385.39,4523414.46
"THE CHAMBERLAIN GROUP, INC.",APAC,20244.31,35367.3,31390.92,31131.58,19811.04,24615.75,27035.92,25598.11,20401.87,11914.45,34000.13
"THE CHAMBERLAIN GROUP, INC.",EMEA,11903.87,15774.54,6781.2,5054.84,8315.54,6712.07,31937.15,14205.28,2403.91,19150.06,10810.12
"THE CHAMBERLAIN GROUP, INC.",NULL,1172.43,814.71,426.2,17.06,619.62,1162.5,474.89,1648.31,981.66,1357.69,1308.72
"THE CHARLES MACHINE WORKS, INC",Americas,1229936.29,1157765.24,1109845.05,1627575.52,1371710.87,1468420.3,1168296.02,1277047.07,1432174.59,1363680.64,1119920.16
"THE CHARLES MACHINE WORKS, INC",APAC,14384.09,37625.47,12076.63,17224.02,7927.04,19274.05,8325.01,11765.6,-496.28,10057.77,13129.73
"THE CHARLES MACHINE WORKS, INC",EMEA,7834.79,27051.37,14996.6,98056.91,9938.86,35228.15,53196.58,107548.08,8730.87,33857.72,31582.28
"THE CHARLES MACHINE WORKS, INC",NULL,28.74,389.28,413.49,581.12,211.25,380.06,655.33,401.89,7.08,42.5,33.4
THE CHARTRES LODGING GROUP LLC,Americas,126836.24,178803.66,143346.62,152906.86,128207.64,166701.03,119630.05,200663.19,152063.15,158711.61,160542.53
THE CHARTRES LODGING GROUP LLC,APAC,0,0,0,0,0,1602.96,0,0,0,0,0
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY,Americas,441710.51,818242.44,582928.96,652861.49,652825.1,990009.41,611370.69,630444.62,748400.99,1090492.68,738461.31
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY,APAC,4690.78,537.87,0,2770.03,8796.49,12037.37,2546.33,318.6,13575.74,2770.68,965.62
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY,EMEA,5001.16,28154.55,25247.51,3379.46,9970.88,19864.47,14257.47,2457.6,49168.1,26140.08,16516.46
THE CHILDRENS HOSPITAL OF PHILADELPHIA,Americas,2633220.74,4311379.34,2157883.6,3805737.85,3108402.6,4860881.59,2630368.36,4397970.84,3355846.73,5493075.45,2745855.99
THE CHILDRENS HOSPITAL OF PHILADELPHIA,APAC,12942.49,10149.13,14439.98,11230.99,11642.54,19433.25,14195.15,7031.14,6047.23,3893.4,1694.11
THE CHILDRENS HOSPITAL OF PHILADELPHIA,EMEA,18122.14,49932.34,56211.04,53753.12,63022.33,73879.64,100557.67,69164.08,69402.54,89061.69,141012.67
THE CHILDRENS HOSPITAL OF PHILADELPHIA,NULL,98.84,218.88,146.89,181.63,173.65,993.65,160.8,582.47,0,54.61,1976.71
THE CHILDRENS PLACE RETAIL STORES INC,Americas,560625.68,657291.25,568342.78,621243.79,615359.22,736531.24,755879.43,889116.04,732296.04,649723.88,733354.54
THE CHILDRENS PLACE RETAIL STORES INC,APAC,77676.23,140774.14,84257.93,81970.2,281668.18,545302.77,488989.18,575478.23,493897.53,536752.02,459905.5
THE CHILDRENS PLACE RETAIL STORES INC,EMEA,29025.54,11001.25,15697.55,15352.92,20944.43,28619.34,35922.31,58816.57,68198.96,72976.49,46699.31
THE CHILDRENS PLACE RETAIL STORES INC,NULL,0,0,155.61,0,0,242.84,0,194.71,0,0,0
THE CHP GROUP,Americas,39662.45,80259.25,40539.93,44408.31,46782.81,66059.31,34955.09,44754.72,73413.34,59530.66,31617.27
THE CHRONICLE OF HIGHER EDUCATION INC,Americas,228126.7,287626.98,224120.47,261136.86,293828.36,205832.2,188914.2,335197,185687.5,211485.16,180398.91
THE CHRONICLE OF HIGHER EDUCATION INC,APAC,0,1931.53,0,537.72,2131.07,0,2509.98,5053.48,0,4033.08,0
THE CHRONICLE OF HIGHER EDUCATION INC,EMEA,2086.22,2378.02,1661.75,1610.16,1609.16,3975.89,3428,2251.82,1400.61,1669.62,4090.33
THE CHRONICLE OF HIGHER EDUCATION INC,NULL,248.75,0,0,113.32,113.59,0,0,0,0,0,0
THE CHUDY GROUP.,Americas,302528.66,294478.88,306053.67,484185.74,419502.73,303501.24,388491.56,355389.86,581013.26,332649.31,437342.78
THE CHUDY GROUP.,APAC,2589.71,1599.79,3531.1,3861.83,0,1251.37,0,879.01,0,1702.64,7758.25
THE CHUDY GROUP.,EMEA,0,305.33,0,821.68,0,664.83,0,552.83,1354.8,0,421.17
"THE CJS SOLUTIONS GROUP, LLC [DBA THE HCI GROUP]",Americas,932176.7,1332401.08,1575609.32,1835463.85,1815668.96,2533517.84,1733984.54,1874666.82,2171365.37,2178126.44,2571525.61
"THE CJS SOLUTIONS GROUP, LLC [DBA THE HCI GROUP]",APAC,0,256.48,3777.7,7602.83,3046.81,5648.99,9858.61,9194.33,7510.11,11472.17,5821.26
"THE CJS SOLUTIONS GROUP, LLC [DBA THE HCI GROUP]",EMEA,5779.63,12511.79,14527.3,17025.21,35374.42,18042.86,16974.88,24158.53,32831.99,50366.34,67289.69
THE CLARK-RELIANCE CORPORATION,Americas,300754.67,300412.76,316326.39,300335.64,237416.9,314252.46,296845.1,240835.42,267815.78,304205.55,215804.42
THE CLARK-RELIANCE CORPORATION,APAC,22500.43,39793.39,35029.27,32766.77,19224.42,31756.82,22090.25,28059.61,19729.13,27263.77,22262.05
THE CLARK-RELIANCE CORPORATION,EMEA,4914.98,18526.08,5053.04,7241.36,8110.4,14319.95,3000.45,15345.93,5806.28,19251.77,12632.82
THE CLEARING HOUSE PAYMENTS COMPANY,Americas,560762.8,772536.96,547164.91,528501.47,425919.48,665636.81,498432.84,638587.06,504075.27,662314.24,583587.85
THE CLEARING HOUSE PAYMENTS COMPANY,APAC,0,935.32,2158.49,52712.74,5419.01,920,2984.91,5404.92,1455.28,2827.24,0
THE CLEARING HOUSE PAYMENTS COMPANY,EMEA,25432.89,19811.3,3544.49,11078.38,12093.24,35437.28,7108.68,88500.32,5778.29,24003.25,17086.07
THE CLOROX COMMERCIAL COMPANY,Americas,37466.23,46546.18,31922.94,53185.95,48004.85,65501.57,35281.22,36564.6,23236.77,29024.69,41544.47
THE CLOROX COMMERCIAL COMPANY,APAC,0,0,0,0,0,0,2742.27,4242.86,0,0,0
THE CLOROX COMMERCIAL COMPANY,EMEA,0,0,0,1526.49,0,626.71,0,0,0,0,0
THE COMMON FUND FOR NONPROFIT ORGANIZATIONS,Americas,553365.42,751352.39,553472.79,767900.04,551695.67,728088.31,534491.6,772099.96,569158.17,731114.32,460173.91
THE COMMON FUND FOR NONPROFIT ORGANIZATIONS,APAC,1134.55,0,4641.24,11438.41,0,3804.65,1481.34,24905.85,0,3438.7,0
THE COMMON FUND FOR NONPROFIT ORGANIZATIONS,EMEA,2315.54,14809.49,7357.06,12169.94,851.97,18555.8,4127.32,8075.34,1084.66,9590.21,13818.15
"THE COMPUTING TECHNOLOGY INDUSTRY ASSOCIATION, INC",Americas,517113.44,496443.82,509865.7,688572.09,449109.66,572449.7,615731.53,713118.1,593118.52,756044.45,781346.77
"THE COMPUTING TECHNOLOGY INDUSTRY ASSOCIATION, INC",APAC,12401.19,10195.5,24230.55,13005.41,18378.83,14511.97,9318.48,15091.12,3558.14,12749.41,25670.19
"THE COMPUTING TECHNOLOGY INDUSTRY ASSOCIATION, INC",EMEA,10267.78,59795.84,37348.63,79418.07,29547.38,45928.62,56662.81,55301.12,44896.86,65995.38,50810.54
