company_name,entry_region,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
"THE COMPUTING TECHNOLOGY INDUSTRY ASSOCIATION, INC",NULL,0,604.96,0,0,14.12,47.82,0,12.13,0,0,4.93
"THE CONAIR GROUP, INC.",Americas,818130.89,747268.41,709996.86,608064.15,711052.86,751835.67,771699.19,801218.92,759701.71,831530.78,699341.76
"THE CONAIR GROUP, INC.",APAC,4340,1439.08,3393.69,2478.27,1823.71,5543.37,440.79,2492.5,3793.63,3811.51,7474.19
"THE CONAIR GROUP, INC.",EMEA,803.23,1977.19,3909.92,2298.71,1100.86,3973.17,2897.18,9650.69,759.38,3875.2,388.42
THE CONFERENCE BOARD,Americas,584633.67,1009456.7,649405.09,900164.92,754469.79,955266.37,706956.58,1037815.26,743583.12,1076887.31,724493.56
THE CONFERENCE BOARD,APAC,55766.03,111668.35,47224.73,104859.11,101113.65,112506.73,45887.08,88615.98,59326.03,58017.46,23766.94
THE CONFERENCE BOARD,EMEA,7977.2,11192.59,6234.13,20409.38,6348.05,10466.24,12044.89,90468.54,15108.83,102539.07,80713.58
THE CONFERENCE BOARD,NULL,895.93,487.61,166.56,561.27,345.88,127.43,359.15,2998.68,457.49,4652.28,1393.37
THE CONNECTION INC.,Americas,106919.93,127087.61,110475.76,87433.55,74906.32,80116.87,59467.21,66120.68,55538.55,176093.57,143941.82
THE CONNECTION INC.,EMEA,0,0,0,0,0,0,0,0,0,0,100.05
THE CONTINUITY CO LTD,Americas,20472.86,65321.12,130999.67,77066.42,70579.79,61312.1,75285.41,45958.64,85122.95,73197.36,61319.33
THE CONTINUITY CO LTD,APAC,322918.57,211512.83,253023.46,332561.2,222916.29,248648.05,241468.47,286721.17,348912.18,393552.53,428306.66
THE CONTINUITY CO LTD,EMEA,175063.96,172128.5,170363.9,245568.01,184575.91,230151.38,243381.38,251303.39,284838.29,273122.73,274976.83
THE CONTINUITY CO LTD,NULL,0,0,0,0,0,0,0,0,0,0,0
THE COPYRIGHT LICENSING AGENCY LTD,Americas,2531.24,2710,4551.46,10482.48,2480.71,2237.14,5014.26,2902.9,20.08,4416.65,513.05
THE COPYRIGHT LICENSING AGENCY LTD,APAC,227.94,0,0,0,0,61.24,0,0,6779.13,0,0
THE COPYRIGHT LICENSING AGENCY LTD,EMEA,127550.6,95940.94,136158.59,116006.26,111567.27,68488.81,73501.15,88645.5,63401.92,59000.8,62181.69
THE CORPORATION OF GONZAGA UNIVERSITY,Americas,972013.33,1456855.54,693751.07,1026935.86,1191826.94,1430204.77,1085773.39,1721258.89,1599701.21,2714410.13,1479008.96
THE CORPORATION OF GONZAGA UNIVERSITY,APAC,16.07,0,88.31,1524.78,0,0,3103.27,0,0,7741.35,4028.42
THE CORPORATION OF GONZAGA UNIVERSITY,EMEA,3.34,2186.44,1783.47,6540.07,2487.38,2285.41,3294.64,3952.22,234.02,27280.05,23684.58
THE CORPORATION OF GONZAGA UNIVERSITY,NULL,0,16.25,0,57.09,0,163.85,0,0,0,248.11,0
"THE CROSBY GROUP, LLC",Americas,439631.61,833707.67,572000.72,591526.49,545003.94,601378.98,329370.55,362289.27,328627.55,481370.78,398517.65
"THE CROSBY GROUP, LLC",APAC,3914.32,13768.06,21541.47,3138.92,0,16052.39,19343.28,0,0,0,0
"THE CROSBY GROUP, LLC",EMEA,3430.73,2267.27,2052.12,6077.04,965.72,1311.85,999.97,956.02,796.86,0,139.69
THE DALLAS OPERA,Americas,187634.43,124081.16,69862.23,152797.53,139287.86,116821.9,78331.75,151646.3,87322.9,125523.16,53459.94
THE DALLAS OPERA,APAC,532.71,0,0,51.59,0,0,0,0,0,0,0
THE DALLAS OPERA,EMEA,4257.3,4440.3,1110.75,405.62,0,2284.97,120.54,1161.52,1689.82,174.93,662.35
THE DAVID & LUCILE PACKARD FOUNDATION,Americas,757545.88,649520.34,696645.71,711077.42,659789.23,688665.17,711566.99,726943.83,762282.83,747116.34,585360.96
THE DAVID & LUCILE PACKARD FOUNDATION,APAC,16646.76,27538.25,13677.11,46046.77,43695.34,25331.51,30856.2,33845.05,28198.52,18795.74,17168.5
THE DAVID & LUCILE PACKARD FOUNDATION,EMEA,13829.03,5524.57,23650.51,12483.3,20003.22,23537.13,25295.34,36533.93,19005.7,17060.15,19211.24
THE DAVID & LUCILE PACKARD FOUNDATION,NULL,0,0,0,0,658.16,730.72,26.82,0,9.82,21.9,0
THE DENVER CENTER FOR THE PERFORMING ARTS,Americas,245996.61,307666.15,272354.49,301099.93,295429.15,317359.99,305611.58,278450.14,312501.18,367856.57,405530.35
THE DENVER CENTER FOR THE PERFORMING ARTS,APAC,40.06,0,112.34,0,0,0,0,0,0,0,0
THE DENVER CENTER FOR THE PERFORMING ARTS,EMEA,0,371.93,0,0,0,26.04,13.25,514.55,0,891.18,0
THE DENVER CENTER FOR THE PERFORMING ARTS,NULL,0,0,0,0,0,0,0,1001.96,0,0,0
THE DESIGNORY INC.,Americas,202454.57,210972.9,233806.92,267310.54,217885.75,227286.84,287118.49,356885.57,312505.73,362454.85,247019.29
THE DESIGNORY INC.,APAC,22271.14,30552.21,14134.27,9573.84,26087.03,23154.87,13372.63,39443.74,19384.29,9964.19,14564.21
THE DESIGNORY INC.,EMEA,10311.81,34332.22,36695.58,27002.56,23469.1,20346.61,9944.9,5989.32,27897.77,26208.27,21996.51
THE DISTI CORPORATION,Americas,124536.03,60918.27,60741.02,40208.26,58092.65,77795.71,43975.47,61038.71,63292.79,42074.08,53272.18
THE DISTI CORPORATION,APAC,11187.51,11711.36,3882.67,6478.11,10093.53,6500.19,8317.65,14975.25,16640.98,4293.26,1656.17
THE DISTI CORPORATION,EMEA,13754.57,1804.87,792.35,2143.67,1872.39,1651.18,1569.39,1385.11,3983.13,6200.99,7671.19
THE DIXIE GROUP,Americas,1111439.09,1231324.42,1350434.15,1395993.86,1282201.02,1342756.82,1312754.51,1313911.96,1273126.47,1423295.46,1332086.06
THE DIXIE GROUP,APAC,0,152.78,1481.35,94.94,0,86.4,745.59,4305.53,1889.52,639,2072.46
THE DIXIE GROUP,EMEA,1392.51,203.44,404.87,2174.5,5123.79,3405.43,2059.78,291.38,5080.71,4627.12,2875.24
THE DIXIE GROUP,NULL,0,0,0,0,0,0,0,0,9.49,122.09,0
THE DOCTORS MANAGEMENT COMPANY,Americas,549110.97,946027.07,801137.34,1025611.22,637350.8,977350,758611.51,995029.59,507484.98,710448.52,697907.93
THE DOCTORS MANAGEMENT COMPANY,EMEA,0,0,4.01,12524.1,0,767.3,2512.26,1503.05,0,0,1057.42
THE DOCTORS MANAGEMENT COMPANY,NULL,0,0,0,404.08,0,0,0,0,0,31.84,0
THE DOUGLAS STEWART COMPANY INC,Americas,189473.68,93133.92,95597.58,106556.69,110548.65,191229.36,81949.58,101910.77,154152.26,154470.81,111335.35
THE DOUGLAS STEWART COMPANY INC,EMEA,324.08,1204.55,0,1812.83,0,388.12,0,869.87,1377.93,3064.1,0
THE EDLONG CORPORATION,Americas,242364.34,270628.45,243229.07,297904.76,182728.55,203566.28,256167.17,208867.82,236572.34,299929.01,361220.39
THE EDLONG CORPORATION,APAC,34333.9,44455.96,0,5373.21,323.38,10169.92,4290.07,3059.78,3818.97,3681.83,0
THE EDLONG CORPORATION,EMEA,9107.75,3451.55,10865.38,6184.11,5469.06,21097.07,5790.06,10615.54,39009.04,16958.96,21638.66
THE EMERY WATERHOUSE COMPANY,Americas,233285.41,290087.55,268168.69,285236.76,322369.43,274351.43,285736.25,288039.46,347487,326049.35,454669.63
THE EMERY WATERHOUSE COMPANY,APAC,0,72.86,0,0,0,0,0,0,0,0,0
THE ENDURANCE INTERNATIONAL GROUP INC,Americas,856809.77,949619.47,921876.52,429263.22,649725.38,743981.74,645174.41,934678.17,1010197.58,935861.52,950914.53
THE ENDURANCE INTERNATIONAL GROUP INC,APAC,32730.39,20473.75,6847.21,5841.92,15299.61,17714.69,11508.96,16698.42,12343.66,18368.93,5946.29
THE ENDURANCE INTERNATIONAL GROUP INC,EMEA,1698.93,1721.44,7587.81,16466.28,19589.98,17450.58,8381.36,5681.98,13222.18,41060.53,22514.86
THE ENDURANCE INTERNATIONAL GROUP INC,NULL,9.91,0,0,44.5,0,208.68,6.4,90.03,153.19,840.16,343.06
THE ENERGY AUTHORITY,Americas,190336.7,249992.13,371823.42,281112.63,261079.35,290375.71,250702.55,479754.98,216266.14,270215.22,194047.44
THE ENERGY AUTHORITY,APAC,0,0,0,0,0,0,0,0,0,0,154.95
THE ENERGY AUTHORITY,EMEA,0,0,0,0,0,1384.42,0,0,0,0,0
THE EVANGELICAL ALLIANCE MISSION,Americas,238664.86,210342.35,262271.43,225990.58,211482.8,174208.67,183718.89,198915.22,175518.95,127288.07,164352.25
THE EVANGELICAL ALLIANCE MISSION,APAC,10028.45,7384.9,10972.06,6997.86,25172.48,13456.13,4654.56,17662.31,27432.42,12411.15,9290.14
THE EVANGELICAL ALLIANCE MISSION,EMEA,6026.18,13287.13,11363.72,16293,6471.94,4051.4,1391.21,5639.95,11118.59,3274.98,2982.45
THE EVANGELICAL ALLIANCE MISSION,NULL,0,0,885.53,0,725.25,0,0,0,63.77,0,0
THE EWING MARION KAUFFMAN FOUNDATION,Americas,577060.13,796606.36,950167.63,955369.65,1009992.53,828243.84,869984.85,923044.84,1044873.69,822578.1,705821.53
THE EWING MARION KAUFFMAN FOUNDATION,APAC,161.67,0,132.39,0,2298.46,278.76,0,1205.25,0,0,0
THE EWING MARION KAUFFMAN FOUNDATION,EMEA,1504.65,4730.77,778.56,2984.63,0,2178.94,8045.72,3167.83,195.22,6147.43,8.47
THE EWING MARION KAUFFMAN FOUNDATION,NULL,365.72,314.36,226.7,417.21,0,17.34,0,555.06,0,248.94,57.36
THE FIKE CORPORATION,Americas,3688632.25,3561100.93,3523807.34,3724783.37,3459925.3,3048000.02,3239111.79,3046807.93,2949594.62,2983624.45,3373623.19
THE FIKE CORPORATION,APAC,10329.1,6725.74,13865.89,4529.33,6594.37,1785.53,3194.62,3150.53,2589.34,1595.34,3341.12
THE FIKE CORPORATION,EMEA,18357.62,29090.17,18147.97,21259.62,11014.28,11256.7,16993.52,15116.5,11665.89,5583.11,11360.74
THE FIKE CORPORATION,NULL,3457.72,2381.88,1853.13,2460.18,287.23,258.37,2919.59,9518.31,911.31,761.06,174.89
THE FLIGHT SHOPS INC.,Americas,1110614.4,1336561.87,1043121.79,1244138.52,969078.26,1445664.13,1322587.7,1525247.25,1197562.88,1414794.09,963085.64
THE FLIGHT SHOPS INC.,APAC,6588.8,13601.13,7656.25,2707.83,2091.19,2479.01,18666.53,1056.49,2224.49,1995.66,3417.37
THE FLIGHT SHOPS INC.,EMEA,6627.82,8469.11,8060.46,40701.71,4935.77,2641.88,1819.83,2126.86,3131.22,14307.09,225.6
THE FLIGHT SHOPS INC.,NULL,39.7,0,0,0,0,0,0,0,0,0,0
"THE FRANKLIN INSTITUTE, INC.",Americas,138658.49,221184.78,232287.13,461473.16,157271.17,269248.46,276034.6,252990.35,294130.48,364008.07,284158.02
"THE FRANKLIN INSTITUTE, INC.",APAC,1269.6,3511.12,0,9324.5,4963.29,0,4540.73,0,1803.83,2943.37,0
"THE FRANKLIN INSTITUTE, INC.",EMEA,11062.77,4320.48,5845.91,23621.51,56.64,6631.39,4961.08,7728.02,416.3,10281.62,11895.17
"THE FRANKLIN INSTITUTE, INC.",NULL,0,0,46.6,0,0,0,0,0,0,0,170.84
THE FREEMAN COMPANY,Americas,8298851.44,9999174.9,7116858.03,9170371.52,8278578.52,9487705.35,7498369.32,9423720.89,8799361.71,11939304.85,9973379.13
THE FREEMAN COMPANY,APAC,13216.49,80735.16,37311.49,53891.89,35250.37,133984.7,33793.91,60656.17,30604.58,88584.45,15401.14
THE FREEMAN COMPANY,EMEA,167924.76,178182.76,112191.71,188080.46,277279.12,192349.08,200127.24,300254.05,431386.53,433067.46,122471.09
THE FREEMAN COMPANY,NULL,5604.97,1318.78,3012.8,717.66,4155.5,2114.72,2986.22,2990.95,5101.46,2264.71,511.75
THE FRESH MARKET INC,Americas,705375.57,1184059.93,1389707.13,973842.86,1051939.98,1067736.33,889193.69,1065108.44,1275518.15,926983.9,1125617.03
THE FRESH MARKET INC,APAC,0,0,53.55,0,0,0,0,0,0,0,0
THE FRESH MARKET INC,EMEA,155.96,2113.68,0,0,1532.01,5.06,0,0,0.07,0,0
THE GARDEN CITY CO-OP INC,Americas,223001.72,245443.76,286260.23,228376.1,221509.41,245181.75,248943.87,233408.5,276756.79,217849.19,168729.07
THE GARDEN CITY CO-OP INC,APAC,0,0,0,83.5,0,0,0,0,0,0,0
THE GARDEN CITY GROUP LLC,Americas,946759.42,781929.95,763097.82,579927.63,840613.96,890440.9,522407.22,568070.44,603962.68,424608.13,319791.19
THE GARDEN CITY GROUP LLC,APAC,0,109.7,50.43,0,0,0,0,2669.06,0,7153.9,0
THE GARDEN CITY GROUP LLC,EMEA,0,731.7,3870.82,0,0,518.43,12376.46,604.26,3573.8,402.43,1897.06
THE GARDEN CITY GROUP LLC,NULL,0,0,0,0,0,0,23.61,0,246.85,0,27.41
THE GARRETSON FIRM RESOLUTION GROUP INC,Americas,554007.64,563477.98,422587.81,499437.68,583363.94,486043.74,453806.77,357403.35,333899.23,343648.35,198697.7
THE GARRETSON FIRM RESOLUTION GROUP INC,APAC,0,28.02,0,0,0,0,0,0,0,0,0
THE GARRETSON FIRM RESOLUTION GROUP INC,EMEA,93.95,0,0,0,1703.96,103.48,3456.7,11367.76,0,0,34.86
THE GATEWAY LOGISTICS GROUP INC,Americas,101683.69,54545.28,53092.62,42046.78,30890.74,32262.67,33540.26,16951.28,24976.35,18766.8,54819.06
THE GATEWAY LOGISTICS GROUP INC,EMEA,833.62,0,0,0,0,0,0,766.05,0,0,0
THE GAVILON GROUP LLC,Americas,2238603.38,2290512.88,1795766.39,1864514.39,1845136.55,1881447.66,1914678.19,1604371.02,1986350.32,1912755.21,1774814.94
THE GAVILON GROUP LLC,APAC,6675.79,13266.52,9450.41,48584.03,9607.5,13063.16,13089.28,2864.11,3555.84,8168.05,6018.83
THE GAVILON GROUP LLC,EMEA,19536.22,13253.33,18174.22,19262.59,16665.06,16157,12048.86,8817.34,18797.47,24610.17,16774.37
THE GAVILON GROUP LLC,NULL,72.32,17.87,78.76,0,0,0,61.56,92.8,206.06,231.21,0
THE GENERAL SYNOD COUNCIL OF THE REFORMED CHURCH IN AMERICA,Americas,350555.04,370415.54,333360.65,322177.63,358624.39,352764.55,330867.71,350174.74,324299.63,387213.95,278009.44
THE GENERAL SYNOD COUNCIL OF THE REFORMED CHURCH IN AMERICA,APAC,3210.47,7869.69,7988.69,2825.46,2118.01,5056.65,19451.01,4950.26,3183.07,6326.26,9804.54
THE GENERAL SYNOD COUNCIL OF THE REFORMED CHURCH IN AMERICA,EMEA,6109.89,15245.21,8192.19,17877.83,17715.74,8229.39,15320.07,14772.58,19343.87,6457.55,8021.23
THE GENERAL SYNOD COUNCIL OF THE REFORMED CHURCH IN AMERICA,NULL,2569.12,466.61,2766.79,4257.7,4366.12,1732.55,2462.41,2479.35,1746.79,3951.9,3195.43
THE GEO GROUP INC,Americas,1933552.22,2917618.21,2363000.58,1992806.84,2065784.3,2890998.6,2963182.48,2861615.82,3081954.91,3278527.74,3337056.83
THE GEO GROUP INC,APAC,0,6909.34,5725.26,-38.79,473.75,1215.56,1902.69,4522.92,6341.71,7418.05,9051.59
THE GEO GROUP INC,EMEA,24395.03,568.06,19535.97,3367.35,0,1751.44,0,1139.38,778.69,8506.77,5723.09
THE GEORGE WASHINGTON UNIVERSITY,Americas,9870928.55,14240915.27,8190229.71,10452030.98,9941612.83,14807567.76,8184038.97,12651052.59,11974535.65,17204541.01,11025222.41
THE GEORGE WASHINGTON UNIVERSITY,APAC,93969.04,144636.26,110973.27,74331.99,112093.39,136471.66,106200.99,155433.21,79550,155472.39,96146.8
THE GEORGE WASHINGTON UNIVERSITY,EMEA,280883.68,518712.03,328362.72,279328.73,231376.72,370384.02,295353.29,266120.71,194263.49,337546.69,490669.38
THE GEORGE WASHINGTON UNIVERSITY,NULL,4619.31,6613.42,4924.16,25068.91,17253.55,11011,8142.39,15347.37,10681.64,10677,8575.83
THE GIDEONS INTERNATIONAL INC,Americas,433044.91,662177.97,599676.67,579547.21,798559.16,851816.03,640515.51,908850.2,702838.41,1533132.81,1726522.14
THE GIDEONS INTERNATIONAL INC,APAC,63256.2,82015.38,61504.74,79232.88,55466.12,81476.8,67071.63,74315.21,65897.99,89265.12,69118.53
THE GIDEONS INTERNATIONAL INC,EMEA,162693.98,177503.92,139126.01,198454.12,143785.83,175135.93,153166.12,168227.3,133349.51,226537.07,145301.4
THE GIDEONS INTERNATIONAL INC,NULL,47427.55,47764.73,26753.78,67436.37,57119.52,53993.86,56523.36,60989.79,50883.48,62409.73,43524.89
THE GILL FOUNDATION,Americas,89979.38,130219.87,85034.99,91673.02,47310.95,56572.42,54929.85,87169.01,42614.63,118388.29,53755.4
THE GILL FOUNDATION,APAC,0,0,145.61,0,0,0,0,0,0,0,0
THE GILL FOUNDATION,EMEA,0,1170.21,0,0,0,19.8,0,0,0,0,0
THE GLOBE AND MAIL INC.,Americas,405373.02,537858.62,498691.07,558769.87,399138.11,530341.8,324452.9,404113.05,497099.01,669866.95,547485.81
THE GLOBE AND MAIL INC.,APAC,2085.38,2756.77,11241.76,10081.89,700.39,6334.73,51.85,6091.15,1088.67,1421.1,550.64
THE GLOBE AND MAIL INC.,EMEA,22834.99,37325.88,46120.21,29886,39789.33,43579.7,20116.48,12708.97,30012.76,44306.66,29863.57
THE GREAT GAME OF BUSINESS INC,Americas,57232.47,63335.54,45138.75,62259.11,47270.95,55261.08,52922.7,44836.76,46980.63,53504.22,36171.42
THE GREAT GAME OF BUSINESS INC,EMEA,0,0,533.17,0,0,0,0,0,20.67,0,0
THE GREENBRIER COMPANIES INC,Americas,2288591.67,2958003.57,2478806.86,3109839.62,3633908.06,3915767.95,3925060.32,4191541.04,3990785.38,4377844.8,4425015.94
THE GREENBRIER COMPANIES INC,APAC,2795.52,35663.72,10487.17,3919.11,4988.93,1237.53,771.92,10425.8,1252.49,0,2539.33
THE GREENBRIER COMPANIES INC,EMEA,31776.34,51187.55,20918.45,60545.21,130201.96,196346.67,44550.99,97697,77801.35,85614.16,42134.35
THE GULF COAST CENTER,Americas,21119.55,21765.65,26113.55,25737.27,23733.39,21587.72,22211.28,21264.25,22734.09,19732.97,18552.53
THE GYMBOREE CORPORATION,Americas,1121054.05,1073873.17,1151672.47,1110138.08,1136134.3,1047148.9,744683.67,681238.28,836188.51,919191.8,745569.4
THE GYMBOREE CORPORATION,APAC,60637.16,88402.59,54610.71,43213.2,90241.02,64235.47,34905.33,39824.06,26003.68,25270.9,12210.44
THE GYMBOREE CORPORATION,EMEA,35231.48,4302.11,17111.81,16020.7,36439.25,1052.06,60540.5,12775.16,96329.77,778.69,43936.42
THE GYMBOREE CORPORATION,NULL,779.65,0,1343.32,3154.84,39.26,0,7568.64,2709.72,13477.88,366.69,0
THE HAIN CELESTIAL GROUP INC,Americas,858710.48,864910.66,913872.41,922114.98,868616.78,944216.31,770678.8,775652.02,855474.8,980992.28,967683.25
THE HAIN CELESTIAL GROUP INC,APAC,0,2580.59,831.14,802.55,0,0,0,0,41.55,0,1691.26
THE HAIN CELESTIAL GROUP INC,EMEA,10903.52,5921.03,8110.57,3590.98,16.72,10089.91,2854.18,1229.05,0,1733.1,4907.49
THE HALLSTAR COMPANY,Americas,388239.44,353475.26,435087.5,410806.67,407685.51,497771.03,523126.57,374994.78,450364.62,513906.8,436126.11
THE HALLSTAR COMPANY,APAC,18916.23,40313.66,29089.02,45708.75,25292.85,28223.64,38673.24,32352.09,28064.55,34254.23,22300.78
THE HALLSTAR COMPANY,EMEA,27720.36,32211.59,16232.37,18955.28,16700.4,28328.92,30468.17,32170.39,19519.19,24718.8,18220.3
THE HALLSTAR COMPANY,NULL,0,230.35,0,0,0,0,0,0,0,0,0
THE HANOVER INSURANCE COMPANY,Americas,3512776.63,4549827.74,4106963.39,4958075.57,3599516.42,4554242.77,4182407.92,4791183.37,3541099.28,4142308.62,3160526.19
THE HANOVER INSURANCE COMPANY,APAC,1153.36,1816.21,642.19,13060.69,100,4543.67,0,6708,9684.03,15333.95,13939.49
THE HANOVER INSURANCE COMPANY,EMEA,20954.08,26259.62,24047.2,21278.83,5262.35,15254.12,14210.19,1279.12,90806.02,218081.5,243821.54
THE HEARST CORPORATION,Americas,14906592.63,16622478.5,14764270.66,18052524.94,15273274.57,17098401.79,15146796.18,17013147.24,15601196.15,17019859.09,15118541.05
THE HEARST CORPORATION,APAC,35004.68,47723.96,27395.19,49996.31,207133.94,366301.4,401526.61,490206.47,334236.68,382294.54,348231.67
THE HEARST CORPORATION,EMEA,456792.46,416549.01,361094.9,604993.95,426844.96,511928.4,466982.84,589209.81,995674.7,1147898.28,911740
THE HEARST CORPORATION,NULL,0,1035.49,2532.87,0,1850.68,0,881.32,4.87,0,225.61,222.28
THE HERITAGE FOUNDATION,Americas,921092.46,1054631.26,1003187.62,1024513.4,1039547.74,1220859.13,1018077.15,1297121.13,1057142.02,969807.22,748428.36
THE HERITAGE FOUNDATION,APAC,21752.01,2918.83,2892.59,3732.41,17308.73,989.49,2368.65,2766.55,1680.89,2206.27,1838.17
THE HERITAGE FOUNDATION,EMEA,452.09,9243.13,5294.52,553.69,8098.11,1776.49,739.69,15.97,3079.78,411.4,3994.69
THE HERITAGE FOUNDATION,NULL,0,0,0,0,0,0,0,82.98,0,0,0
THE HERTZ CORPORATION,Americas,7463994.01,8120171.94,7346952.69,8502644.22,7153092.08,9007583.67,7075331.23,7807014.93,5425416.75,13930368.09,28968485.09
THE HERTZ CORPORATION,APAC,20006.02,26755.33,32743.3,23078.37,28545.12,10424.93,160755.42,33392.53,8302.46,20081.8,19363.84
THE HERTZ CORPORATION,EMEA,1171501.3,1297432.21,1313835.02,1636110.22,1470315.03,1601024.83,1461397.92,1391823.46,1218187.22,1609933.94,1662999.42
THE HERTZ CORPORATION,NULL,8032.75,2413.37,7664.61,8880.51,7455.84,486.28,2002.81,4050.06,-6011.8,2511.86,5987.67
THE HIBBERT COMPANY,Americas,242897.01,107233.79,163954.73,99545.08,284352.61,197286.89,206218.75,331245.74,146372.19,281710.99,272391.52
THE HIBBERT COMPANY,EMEA,0,0,0,0,0,0,0,0,0,0,8.9
THE HIGHLAND GROUP,Americas,3429197.41,4383056.44,2735825.3,1818290.59,1831395.09,1606620.7,1383532.04,1599643.23,1350900.4,1995207.28,2169386.74
THE HIGHLAND GROUP,EMEA,514528.58,422351.69,106868.76,53973.93,59991.86,43056.6,165096.46,66142.23,39203.72,66050.87,51394.85
THE HIGHLAND GROUP,NULL,56523.74,42.37,0,125.61,44.63,0,0,0,0,0,0
THE HILLMAN COMPANY,Americas,210915.61,279866.52,245635.6,382901.06,206577.12,190049.98,329100.26,316535.23,310805.87,305411.44,271361.28
THE HILLMAN COMPANY,APAC,478.86,0,0,4890.16,29.17,0,0,13320.63,4276.98,4322.02,6776.06
THE HILLMAN COMPANY,EMEA,5041.83,2301.97,4541.48,4042.29,3893.18,5509.63,7580.9,76.5,5876.2,17906.24,66.05
THE HILLMAN COMPANY,NULL,0,0,0,17256.41,0,0,0,0,0,33.16,0
"THE HONEST KITCHEN, INC.",Americas,216321.88,261626.06,350694.94,312684.3,364782.67,401436.09,506503.92,371384.16,457750.89,698772.69,442950.95
"THE HONEST KITCHEN, INC.",EMEA,0,0,0,5209.02,118.32,0,3555.19,133.58,0,0,0
THE HORTON GROUP INC,Americas,228052.95,214597.12,240668.13,314687.69,238444.16,221380.15,295932.81,371264.34,288933.64,271240.02,323991.06
THE HORTON GROUP INC,EMEA,0,1147.01,3510.09,3602.49,0,2107.39,0,0,0,0,0
THE HOUSING DEVELOPMENT FUND INC,Americas,10146.85,8038.15,10115.66,3112,2923.34,5405.71,4314.38,4281.46,2929.38,4281.6,3617.73
THE HOYTS CORPORATION PTY LTD.,Americas,12354.85,61715.49,11424.98,7128.35,8721.52,58911.43,4278.42,35410.53,43001.89,68387.99,18680.96
THE HOYTS CORPORATION PTY LTD.,APAC,219419.46,495401.14,375489.36,406193.71,299325.22,440511.44,362270.21,705414.67,649478.05,766622.74,621998.32
THE HOYTS CORPORATION PTY LTD.,EMEA,8276.06,17470.99,17018.77,25092.53,5431.33,15392.52,19594.81,2943.05,15742.68,20141.79,27703.76
THE HOYTS CORPORATION PTY LTD.,NULL,0,2244.85,0,0,0,0,1835.79,0,0,0,0
THE HUMANE SOCIETY OF THE UNITED STATES,Americas,960330.06,1038479.65,1028773.02,1158462.52,980698.02,1201509.31,1088362.94,1020348.17,841973.63,1121521.46,1279831.82
THE HUMANE SOCIETY OF THE UNITED STATES,APAC,29285.76,49730.38,25470.81,90770.99,14815.03,31568.54,26793.41,25402.54,21683.25,17150.12,16997.02
THE HUMANE SOCIETY OF THE UNITED STATES,EMEA,14842.35,23993.11,21514.82,56587.83,30915.57,29751.53,26102.85,85796.33,19764.07,27005.54,26481.98
THE HUMANE SOCIETY OF THE UNITED STATES,NULL,18173.88,14969.37,7281.93,759.43,2360.04,2731.06,8950.55,2751.32,-691.93,3469.82,1397.65
THE INDEPENDENT BANKERSBANK,Americas,644238.26,913915.45,852447.1,927558.13,809908.96,856858.9,856755.2,1051609.52,572870.71,909563.76,777159.39
THE INDEPENDENT BANKERSBANK,APAC,0,0,0,160.01,0,0,137.75,0,0,0,0
THE INDUSTRIAL FUMIGANT CO,Americas,312428.74,304196.08,324456.92,347064.78,339939.11,320069.86,356413.17,356066.73,350634.64,318114.01,325297.54
THE INNOVATION INSTITUTE,Americas,336450.77,357282.53,400968.91,500866.74,443291.08,450064.64,439287.6,521223.82,532280.46,625867.11,615138.84
THE INNOVATION INSTITUTE,APAC,0,0,0,0,0,0,0,0,28.29,0,0
THE INNOVATION INSTITUTE,EMEA,0,0,0,0,0,0,0,0,521.82,0,107.54
"THE INOVO GROUP, LLC",Americas,46796.45,51561.21,75242.99,37097.22,44725.54,45818.29,54203.82,24785.14,45571.13,34371.58,28696.58
THE INTERFLEX GROUP,Americas,246783.52,290321.6,271437.04,261320.18,206213.59,287860.44,250609.77,284190.21,222985.85,247045.13,246409.93
THE INTERFLEX GROUP,EMEA,3610.74,197.81,1570.53,3073.22,1651.78,4919.02,199.47,4373.94,1371.26,4308.61,120.53
THE INTERNATIONAL ASSOCIATION OF PRIVACY PROFESSIONALS,Americas,360558.72,346399.12,222211.77,339458.32,289889.98,490578.38,220763.56,265187.1,227075.48,411283.14,260941.29
THE INTERNATIONAL ASSOCIATION OF PRIVACY PROFESSIONALS,APAC,36449.43,9296.44,16452.7,0,0,0,53596.86,8626.19,173.6,19773.2,98679.56
THE INTERNATIONAL ASSOCIATION OF PRIVACY PROFESSIONALS,EMEA,108363.79,77715.24,2078.62,45380.91,51372.06,160639.67,61265.98,51644.27,122285.52,66484.45,9604.43
